MRCUIS,BLANK
C0243044,
C0184524,
C0022828,
C0040165,
C0072973,
C0271790,
C0288148,
C1420184,
C0012789,
C0017067,
C1420116,
C3272558,
C0671550,
C0179926,
C0038792,
C0848237,
C0006779,
C1428114,
C0349382,
C1179517,
C0011603,
C0005522,
C0026565,
C0332306,
C0015283,
C0054433,
C0018810,
C0231184,
C0949933,
C0035579,
C0009393,
C0124209,
C1412677,
C1705415,
C0015413,
C1947919,
C0005612,
C1413357,
C0562229,
C0524645,
C0868945,
C0019342,
C1372955,
C0002624,
C0025286,
C4554533,
C0243113,
C0078977,
C0006080,
C1416512,
C0771648,
C0528480,
C0205423,
C1955901,
C0230839,
C0218501,
C0034678,
C0339467,
C1328734,
C0003506,
C1415761,
C0064194,
C0039536,
C0667830,
C1531624,
C0040712,
C0074992,
C0001527,
C1970415,
C0009780,
C1149367,
C0455280,
C3245499,
C1263885,
C0812303,
C0037813,
C0026857,
C0168913,
C0597731,
C0546783,
C1417392,
C0033927,
C0376322,
C0542312,
C0077550,
C0027767,
C0069679,
C0015770,
C0596981,
C4704774,
C0681814,
C0010210,
C1412938,
C0228174,
C1268819,
C0037271,
C0443354,
C0150277,
C0037317,
C0751973,
C3203359,
C0043117,
C1154417,
C0035295,
C0019878,
C0004093,
C1158831,
C0026661,
C0526685,
C0869040,
C0039597,
C0058663,
C1456380,
C3887595,
C0020056,
C0202194,
C0007457,
C0439064,
C0242910,
C4048158,
C0178324,
C0029233,
C1432814,
C0012634,
C0597423,
C0377707,
C0281163,
C1522730,
C0002615,
C0919453,
C3555502,
C3810814,
C0027868,
C0451074,
C1519477,
C2756001,
C0085207,
C0440731,
C0005773,
C1319166,
C0282581,
C0038659,
C0012625,
C3539624,
C1414244,
C0025519,
C0013384,
C1414351,
C0456892,
C0282540,
C0002708,
C1522485,
C1510568,
C1415537,
C0034268,
C0443621,
C0063517,
C1709157,
C0029246,
C0815043,
C1537995,
C0000343,
C1424667,
C0008651,
C1334111,
C4049882,
C0699733,
C0282116,
C0024437,
C0085104,
C1515974,
C0042817,
C1166614,
C0232786,
C0068301,
C0377344,
C0221163,
C1443924,
C0003847,
C1159825,
C0480203,
C1425067,
C0034821,
C0016829,
C1273390,
C0030305,
C0030660,
C0965025,
C0752063,
C1738970,
C0017976,
C0339897,
C0449604,
C1822711,
C0575090,
C0332282,
C1337094,
C1151015,
C1706852,
C1326121,
C0865791,
C1184320,
C0344315,
C0023546,
C0057889,
C1565316,
C0011251,
C0043157,
C0013838,
C0064332,
C0244756,
C0599784,
C0019630,
C0023263,
C0053932,
C0135262,
C0332305,
C0003944,
C1518478,
C0012929,
C0424589,
C3854129,
C0684312,
C0015331,
C0031845,
C0162714,
C0680413,
C0678856,
C0597177,
C0259831,
C0042939,
C0038636,
C0026850,
C0039736,
C1420180,
C0181736,
C0813142,
C0597336,
C1031041,
C0392288,
C1547268,
C0424421,
C1412828,
C0599874,
C1413858,
C0476644,
C1413908,
C0178666,
C1332714,
C2985526,
C1846978,
C0282380,
C1325880,
C0556110,
C1510827,
C0024403,
C0337664,
C4277606,
C0582103,
C1280206,
C0080103,
C0022646,
C1150133,
C0333574,
C0001044,
C0035696,
C0040405,
C0029458,
C1367485,
C0244989,
C0486805,
C0333454,
C3897504,
C0282245,
C0003695,
C0700321,
C1428691,
C0747479,
C0965915,
C0034392,
C0038432,
C1149274,
C1155229,
C0330971,
C1417706,
C1444754,
C0001407,
C0522165,
C1424774,
C0003123,
C0086582,
C1453952,
C0058218,
C0672770,
C0199798,
C0014550,
C0000849,
C0473223,
C0871881,
C2937289,
C4033447,
C0296048,
C0031760,
C0850474,
C0024841,
C1826350,
C1325331,
C0154671,
C0034783,
C0597717,
C3842628,
C0012655,
C1149927,
C0228243,
C0284447,
C0175196,
C0521119,
C1453836,
C0035304,
C0848632,
C0205450,
C3713294,
C1515021,
C0017601,
C0070574,
C0033972,
C0250494,
C0947630,
C0007004,
C1299564,
C0038999,
C0032285,
C3711669,
C0086605,
C0205476,
C0871735,
C0680399,
C0005001,
C0854632,
C0005540,
C0020498,
C1448132,
C0683973,
C0202041,
C0671368,
C0027470,
C0040363,
C0741949,
C1511760,
C0401805,
C0035363,
C0920637,
C0240346,
C0085504,
C3670500,
C0203860,
C0162758,
C0241889,
C0742034,
C0907533,
C0013812,
C0231193,
C0542549,
C0870707,
C0144255,
C1166620,
C0242688,
C0040426,
C2945599,
C0596795,
C0029456,
C0001601,
C0599724,
C0920644,
C1562585,
C0000769,
C0683267,
C0000921,
C0037107,
C1612060,
C0085201,
C0005346,
C0056695,
C0025289,
C1441152,
C0332624,
C0020437,
C1512523,
C0242339,
C0080179,
C0021655,
C0021629,
C0027567,
C0024348,
C1421933,
C0017261,
C1321223,
C2343853,
C0026769,
C0042285,
C0242982,
C1660771,
C1527249,
C0598639,
C4321351,
C0071253,
C0680312,
C0007286,
C0312426,
C4684590,
C0425946,
C0856856,
C0717758,
C0012691,
C1334191,
C0201943,
C0586407,
C0018837,
C0017296,
C0678726,
C0752205,
C2937256,
C1806781,
C0017992,
C1258705,
C0348078,
C0036189,
C0286330,
C1420089,
C0003286,
C0681189,
C0036658,
C0132512,
C0427460,
C1517598,
C0006864,
C2350277,
C0438730,
C0334903,
C0024398,
C0085759,
C0023671,
C1159788,
C0522086,
C0034580,
C0022925,
C0970963,
C0007269,
C0021212,
C3853568,
C1425229,
C0089793,
C1303140,
C0008865,
C0109329,
C0302908,
C0683983,
C1154917,
C1511479,
C0242209,
C0694536,
C0521329,
C0237529,
C1516338,
C0041582,
C0232269,
C0751265,
C0972401,
C0335454,
C3642273,
C0029090,
C0009137,
C1167682,
C1510471,
C0342257,
C0041935,
C0068008,
C0443318,
C0920472,
C0012210,
C1454489,
C0035871,
C0032133,
C0599750,
C0001694,
C0751980,
C0870929,
C1516231,
C0282513,
C0567415,
C1112199,
C0262926,
C0057161,
C0205225,
C1418941,
C0871379,
C0013879,
C0596217,
C2930980,
C1334032,
C0338657,
C1280997,
C0037366,
C0667477,
C1415636,
C0028128,
C0205237,
C0202087,
C0963088,
C2362527,
C1522647,
C0369330,
C0005615,
C0598744,
C0024907,
C0003451,
C4019284,
C0033991,
C0286382,
C1336938,
C0013557,
C0871189,
C0138864,
C0016517,
C0041213,
C1098268,
C0476387,
C0474824,
C0027651,
C0210353,
C0349464,
C0475309,
C0149784,
C0003455,
C0023977,
C0019163,
C0023676,
C0521989,
C0600644,
C0598958,
C0003043,
C0719857,
C0039686,
C0812265,
C0439857,
C1514468,
C0017110,
C0337806,
C0751071,
C0438696,
C0042487,
C0185010,
C0038187,
C0151332,
C0016928,
C0074002,
C0032400,
C0021870,
C0058936,
C0524342,
C2612461,
C0019880,
C0033908,
C1510800,
C0086376,
C0279023,
C0034284,
C0599283,
C1279901,
C0085631,
C0205179,
C0086439,
C0085297,
C0025424,
C0920595,
C0074472,
C0304925,
C0556106,
C0052565,
C1273529,
C0337471,
C3845876,
C0282613,
C0927195,
C0301889,
C0042842,
C0205419,
C0945826,
C0678222,
C0079487,
C0675175,
C0600434,
C0079633,
C3489630,
C0242417,
C0684180,
C0814120,
C0240339,
C0429791,
C1284077,
C1704332,
C0051980,
C1290838,
C0037688,
C0025663,
C1113679,
C0332798,
C1456784,
C3812195,
C0020963,
C0596902,
C0069389,
C0028873,
C0012228,
C0010412,
C0623362,
C0700301,
C0205233,
C1447020,
C1511572,
C0017687,
C1960806,
C0521450,
C0034836,
C1422736,
C0686750,
C1449159,
C1555794,
C2745878,
C0751015,
C0851285,
C0023043,
C0026126,
C0032743,
C0282461,
C0027796,
C1257867,
C1709694,
C1412284,
C0752046,
C1180561,
C0033860,
C1536696,
C0598941,
C0012550,
C0262361,
C0012715,
C0473169,
C0033567,
C0003048,
C0333262,
C0087009,
C0600138,
C0679190,
C1412460,
C0531859,
C0347947,
C1823727,
C0023864,
C0237396,
C0015180,
C1744691,
C0521026,
C0002345,
C0753350,
C0151449,
C0474396,
C0020479,
C0025249,
C0040560,
C0024360,
C0949843,
C0336924,
C0033074,
C0154682,
C1456447,
C3178998,
C0086528,
C0035334,
C0004462,
C0949636,
C0422389,
C1416604,
C1522552,
C0682678,
C0298296,
C0226896,
C0062773,
C0020361,
C0439807,
C0556030,
C4255099,
C0751813,
C1704680,
C1456740,
C0442805,
C1456348,
C0302600,
C0234708,
C0015219,
C0028633,
C1337110,
C0038975,
C1417759,
C0018670,
C0040395,
C0662044,
C1333402,
C0028778,
C0024660,
C3544412,
C0582740,
C1366765,
C1096024,
C0683303,
C0680063,
C0225319,
C0282334,
C1335528,
C0031634,
C0679250,
C0206745,
C0014118,
C0150155,
C0330394,
C1507308,
C0028938,
C1855229,
C3463820,
C0600686,
C0151747,
C0017970,
C4019011,
C1289509,
C0678723,
C4055233,
C0233794,
C0872279,
C2698872,
C0178663,
C0178487,
C1515051,
C0024643,
C0005575,
C1819461,
C2349419,
C0003405,
C0242234,
C0600097,
C0358591,
C1416433,
C0518026,
C0971087,
C0024875,
C2753223,
C0077204,
C1259236,
C4039583,
C1444657,
C0086833,
C0017822,
C0010186,
C1518294,
C0439544,
C0030274,
C1135993,
C0039259,
C0032520,
C0026741,
C0557854,
C0205191,
C0013030,
C1521104,
C0679246,
C0235546,
C0018946,
C0040648,
C0536221,
C0007787,
C0032447,
C0012644,
C0006137,
C0004134,
C0001622,
C0232105,
C0150223,
C0647210,
C1135191,
C1298942,
C0028663,
C0243042,
C0379339,
C1416853,
C0010754,
C1883016,
C0028027,
C0427716,
C0109600,
C0152298,
C0332461,
C0677050,
C1414314,
C0036983,
C1284114,
C1565830,
C0679699,
C0027910,
C0083381,
C0021359,
C0234133,
C0242896,
C0076829,
C0678812,
C1154393,
C1139730,
C0030797,
C0069964,
C0178601,
C1096793,
C0489458,
C1372180,
C0751363,
C1336634,
C0011306,
C1948066,
C0080065,
C0282359,
C4505258,
C0121868,
C0233565,
C0728907,
C0950146,
C0034833,
C0246719,
C0202042,
C0858246,
C0679993,
C0086565,
C0032521,
C0442757,
C0008679,
C0034991,
C0035094,
C0080092,
C0439609,
C1540188,
C0429028,
C1333338,
C0026187,
C0678594,
C0041993,
C0850673,
C0547049,
C0677626,
C1426490,
C0026018,
C0936079,
C0027404,
C0428714,
C0737240,
C0104398,
C1521808,
C1412480,
C1447285,
C0015811,
C1285162,
C0150499,
C0657318,
C1520007,
C0004048,
C0014327,
C1285529,
C0040284,
C0023621,
C0017801,
C0150600,
C0205163,
C0520679,
C1705242,
C0026162,
C0049866,
C0596988,
C0005586,
C0024426,
C0042295,
C1450344,
C0018595,
C0442165,
C0007166,
C0009499,
C0908145,
C0086222,
C1413219,
C1311738,
C1167395,
C0037088,
C0085862,
C0034394,
C1305660,
C1096458,
C0079773,
C0683927,
C1158819,
C0017562,
C0059438,
C0754515,
C1413503,
C0678804,
C0043031,
C1280388,
C1425365,
C0982446,
C1441012,
C1275957,
C1417664,
C2936411,
C0564439,
C1314687,
C1817756,
C1539289,
C0699810,
C0440470,
C0682526,
C1136352,
C0541605,
C0014589,
C0281398,
C0993589,
C0070662,
C0969320,
C0966355,
C0242270,
C0030946,
C0243045,
C1517186,
C0212694,
C0039476,
C1539533,
C0687670,
C0014290,
C1567656,
C0872259,
C1328340,
C0598034,
C1514628,
C0242643,
C1167322,
C0293624,
C1143167,
C0681841,
C0007258,
C0999699,
C4042840,
C2347609,
C0332060,
C0234725,
C1317600,
C0120372,
C0062936,
C1563732,
C0796451,
C2240119,
C0205359,
C0038329,
C0024198,
C0011685,
C1336637,
C3810541,
C0422895,
C0030554,
C0376705,
C1148560,
C1547647,
C3539779,
C1523689,
C0019643,
C1268982,
C1281025,
C3537043,
C0580104,
C0678951,
C0682996,
C1149245,
C1149545,
C0971015,
C0085136,
C0740845,
C0238662,
C1289620,
C0025879,
C0025945,
C1415032,
C0225883,
C0282498,
C1289511,
C0178655,
C0163159,
C0013404,
C0870569,
C0562734,
C1334909,
C0037098,
C1419778,
C2743231,
C1431343,
C0429271,
C1556156,
C1158419,
C1009574,
C1336693,
C1619831,
C0870646,
C0682972,
C1706365,
C0036916,
C1282680,
C0517595,
C0353700,
C1416898,
C1099354,
C0024297,
C0017651,
C0242498,
C1417631,
C0031727,
C0033621,
C0751295,
C0149523,
C1280198,
C1148575,
C0013421,
C0036605,
C3894443,
C1326912,
C1293089,
C0872172,
C2720167,
C0016640,
C0281189,
C0175637,
C0184545,
C0669372,
C0238815,
C1454853,
C0169661,
C1281954,
C1282359,
C1328885,
C0452415,
C0182638,
C0079050,
C0021562,
C0184591,
C1511934,
C0008802,
C0872054,
C0430027,
C0424678,
C1256369,
C1334306,
C1537860,
C0015264,
C0019202,
C0074993,
C0897751,
C0260194,
C3146288,
C0032136,
C1536078,
C0015349,
C1333928,
C0474414,
C0879399,
C0042829,
C1848565,
C0185061,
C1159772,
C0007202,
C0314603,
C0220931,
C0008855,
C2316341,
C0456979,
C1180347,
C0871754,
C4321248,
C0870809,
C0585034,
C0014822,
C0009462,
C3697468,
C0015677,
C2613185,
C0019648,
C0026531,
C2349001,
C0054943,
C0014245,
C0036592,
C2830004,
C0051979,
C0042211,
C0008422,
C0004651,
C0018813,
C0009413,
C0021669,
C0242893,
C0051981,
C1704735,
C4319602,
C0005700,
C0022192,
C0332149,
C0920531,
C1156769,
C0017168,
C0031308,
C0063717,
C1519060,
C0949370,
C0162610,
C0022671,
C3269143,
C0034848,
C1318242,
C0058402,
C0679052,
C0004941,
C1293116,
C0278371,
C0439148,
C1537982,
C0206359,
C0026879,
C0011854,
C0027793,
C0021389,
C0755105,
C0162425,
C2009910,
C1552578,
C0020281,
C1541923,
C1412228,
C0021699,
C1257792,
C1512163,
C0019796,
C0475370,
C0007328,
C1742862,
C0018517,
C0664336,
C0044494,
C0016395,
C0254237,
C0575081,
C0003125,
C0856706,
C0034493,
C0680968,
C0015744,
C0871489,
C1620001,
C0023822,
C0000966,
C0012656,
C0167464,
C0230931,
C2718017,
C0024853,
C3849701,
C0584950,
C0031621,
C0064582,
C0312770,
C0871311,
C0002037,
C1704241,
C0086287,
C0039082,
C0168634,
C0038836,
C1336632,
C1156287,
C0014762,
C1293130,
C1653429,
C0023016,
C0178782,
C0041242,
C1449704,
C0516977,
C0237466,
C0003075,
C0042845,
C0966511,
C0814636,
C0010661,
C1519551,
C0006972,
C0872289,
C2713560,
C0001473,
C0034043,
C0281176,
C0758915,
C0263541,
C1159527,
C0085252,
C1366528,
C4018875,
C0541746,
C1839730,
C0085536,
C0022558,
C0333348,
C0017471,
C0001492,
C0021236,
C1327414,
C0855604,
C0002949,
C0877040,
C1413387,
C1418591,
C0002928,
C1333931,
C0556160,
C0021051,
C1514983,
C0029904,
C0451306,
C0282114,
C0007271,
C0680681,
C1415887,
C0008858,
C1537013,
C0002622,
C1520166,
C0743195,
C0225897,
C0145663,
C0161818,
C0005135,
C0164707,
C0013144,
C0039798,
C0205474,
C0006777,
C0056889,
C1547045,
C0006632,
C0078752,
C0022940,
C0282402,
C0597240,
C4284286,
C1579319,
C1415206,
C0332128,
C0004063,
C0870392,
C0003009,
C1336776,
C1414462,
C0917801,
C0685938,
C1444749,
C1453431,
C0027873,
C0205254,
C0021936,
C0009649,
C0079809,
C0018847,
C0871194,
C0018017,
C0002421,
C0520511,
C0017645,
C0010760,
C0008972,
C1334435,
C0542476,
C0033607,
C1330957,
C0021920,
C0146462,
C0150174,
C0039896,
C3816745,
C0013985,
C0303611,
C0600371,
C0242538,
C1883067,
C0018208,
C1417033,
C2922974,
C0061200,
C0443348,
C4553328,
C0596244,
C4554543,
C0815000,
C1149824,
C0031886,
C0521143,
C0006785,
C4547363,
C1290928,
C0598934,
C0017394,
C2745965,
C0770246,
C0010853,
C0042742,
C0270697,
C0012899,
C1277078,
C0682708,
C0860194,
C1318711,
C0151744,
C1305628,
C0085732,
C0004302,
C0012578,
C0085200,
C0033872,
C1424450,
C0315056,
C0596588,
C0412692,
C0075462,
C0331292,
C0578998,
C1518440,
C0442751,
C1291081,
C1413745,
C0007272,
C0010182,
C0002607,
C0063033,
C0040840,
C0812327,
C0059672,
C1158861,
C1539372,
C0162735,
C1449575,
C0282441,
C0021761,
C0034380,
C1423571,
C0430191,
C0021162,
C1456383,
C0041368,
C0751783,
C0599871,
C0205390,
C0015350,
C0233763,
C0338582,
C4528280,
C0006675,
C0005955,
C0561746,
C0751530,
C0005632,
C0009237,
C0549207,
C0087169,
C0001992,
C0032405,
C1334960,
C0878195,
C0000901,
C0241664,
C0001490,
C0454448,
C0042029,
C0042075,
C0010357,
C1283878,
C0757400,
C0301896,
C0018893,
C0035191,
C1514762,
C0142580,
C0152309,
C0812383,
C0019080,
C0017654,
C0030281,
C0452710,
C0600269,
C0939237,
C0027362,
C0312737,
C1612111,
C0333629,
C0011847,
C3493221,
C1327882,
C0008677,
C0700114,
C0031977,
C1158770,
C0029279,
C0585941,
C0008562,
C0544711,
C0538504,
C0190173,
C1278851,
C0008286,
C0171040,
C0009085,
C0876248,
C3887511,
C1837514,
C0009830,
C0020676,
C0027497,
C1280477,
C1418262,
C0376211,
C0042308,
C1366909,
C0028351,
C0596901,
C0017547,
C0062638,
C0041234,
C1150037,
C0971025,
C1337104,
C0596040,
C1547053,
C0701811,
C1523298,
C0230825,
C3714509,
C0027794,
C0230425,
C1415875,
C1824069,
C1548802,
C0003238,
C0333606,
C0582422,
C0684271,
C0071174,
C0457451,
C0679085,
C2827755,
C0050393,
C0019472,
C0753678,
C0456148,
C0010823,
C0042693,
C0042209,
C0019016,
C0742343,
C1327133,
C0242612,
C0028296,
C3714763,
C0376690,
C0025958,
C0597297,
C0331858,
C0008810,
C0004044,
C0910167,
C1328247,
C0069116,
C1413353,
C0074018,
C1706276,
C0108082,
C0036581,
C0205449,
C0389071,
C0038951,
C0520484,
C0669479,
C0872278,
C0230871,
C1157570,
C0030493,
C1310127,
C0030705,
C0333559,
C0037420,
C0349398,
C0856416,
C0023668,
C1269580,
C0206529,
C0067518,
C0020684,
C0324855,
C0038435,
C0023764,
C0178784,
C4552789,
C0599861,
C0332448,
C0003811,
C1427896,
C0248419,
C0011017,
C1826002,
C0752247,
C0030012,
C0026607,
C1424728,
C0037455,
C2911689,
C1367452,
C0008405,
C1629507,
C0886296,
C1823367,
C0162367,
C0150103,
C0102840,
C0211705,
C0024623,
C0439799,
C0019939,
C0701159,
C0360714,
C0031935,
C1419770,
C0039411,
C0299583,
C1738195,
C0241303,
C0439826,
C0018701,
C2699239,
