MRCUIS,BLANK
C0232984,
C0033954,
C0170168,
C1113654,
C1416663,
C0086944,
C0543419,
C0022797,
C1412615,
C0268659,
C3657722,
C0231337,
C0239849,
C0815099,
C1423697,
C3871154,
C0151889,
C0669365,
C0035020,
C1446147,
C0687080,
C0065031,
C0332189,
C1412501,
C0013935,
C0010640,
C0175727,
C1520865,
C0087110,
C1412061,
C0679841,
C0043207,
C1456396,
C1513853,
C0035853,
C0042440,
C0207072,
C1413376,
C1289512,
C0026131,
C1850554,
C1510420,
C1519941,
C0018724,
C1510828,
C0031701,
C1416918,
C3492637,
C0034936,
C0018851,
C0504096,
C1384584,
C0018563,
C0033971,
C2003941,
C1096155,
C0871208,
C1457869,
C0220871,
C0010034,
C0595961,
C0291573,
C0814229,
C0300791,
C1166621,
C2244223,
C0047645,
C1328319,
C4331302,
C0439660,
C0162340,
C0032346,
C1517883,
C0231519,
C1328819,
C0887457,
C0013850,
C1185738,
C0152035,
C0023175,
C1156530,
C1420307,
C0598434,
C1418520,
C2936349,
C0019143,
C0059256,
C1705117,
C1295676,
C0596803,
C1148523,
C0027855,
C0078140,
C0450254,
C0748878,
C0086982,
C1579754,
C1516634,
C0043189,
C0162409,
C0013710,
C0068860,
C0444669,
C0140057,
C0022658,
C1504598,
C4050214,
C0011198,
C0035920,
C2699243,
C0020502,
C0549217,
C0373506,
C0162373,
C4054723,
C0314719,
C4277607,
C0133860,
C0027078,
C0038013,
C0440447,
C0700219,
C0027877,
C0215955,
C0337796,
C0010725,
C0003864,
C0718687,
C0032009,
C1511632,
C0007836,
C1366527,
C1415377,
C0543460,
C0160390,
C0162820,
C0035168,
C0006674,
C0079377,
C1608304,
C0332157,
C1947987,
C0018873,
C0561770,
C1512612,
C0007188,
C0010194,
C1326279,
C0036866,
C1337092,
C0587038,
C0004475,
C0233408,
C0031672,
C0175566,
C0013754,
C2945739,
C0040671,
C0752347,
C1519619,
C0004238,
C0162698,
C0012171,
C1423716,
C0037402,
C1883559,
C0002198,
C1826435,
C0014394,
C0729829,
C0020550,
C1452534,
C1184808,
C1710548,
C1293903,
C0519160,
C0007114,
C1539341,
C0043240,
C0032221,
C0025516,
C0599877,
C0033307,
C0556161,
C0046983,
C0684000,
C0443158,
C0814002,
C0872084,
C0242726,
C1159668,
C0020731,
C0011581,
C1540098,
C0206194,
C0597987,
C0233514,
C0019134,
C2755722,
C0442766,
C1306577,
C0016318,
C0547047,
C0025691,
C1449695,
C0700307,
C1441604,
C0206298,
C0010656,
C0034792,
C0033554,
C0005889,
C0038122,
C0002962,
C0683954,
C0013153,
C0442867,
C1412046,
C0556453,
C0162621,
C0582590,
C0814435,
C0457083,
C0085155,
C0162701,
C0017342,
C0021027,
C1511682,
C0221102,
C1707496,
C0035976,
C1100445,
C0056912,
C1335671,
C0026192,
C0007273,
C0038895,
C1265815,
C0424099,
C0972314,
C0035269,
C0051989,
C0030560,
C0002085,
C1435659,
C0439861,
C0175723,
C1516340,
C0209554,
C0318598,
C0039725,
C0683140,
C0542479,
C4521541,
C3715113,
C0011268,
C2347647,
C0351745,
C0848894,
C0240066,
C1881145,
C3484390,
C0598754,
C1257806,
C2248778,
C1332823,
C0258350,
C3851553,
C0814889,
C0021376,
C0025123,
C4071830,
C0444266,
C0042721,
C4554676,
C0149746,
C0064634,
C0332479,
C0042172,
C1154313,
C0449972,
C4332224,
C0015852,
C0038586,
C0694872,
C0003138,
C0014557,
C0538075,
C0376238,
C0043094,
C0272285,
C0678869,
C0010235,
C0314678,
C0683521,
C0632192,
C0677043,
C0017797,
C1552740,
C0027627,
C0812198,
C0949266,
C0750121,
C0856963,
C1553619,
C1321605,
C0595921,
C1426227,
C0023919,
C3714634,
C0011560,
C1511780,
C0458990,
C0005507,
C0010461,
C0035857,
C0020008,
C0035171,
C0597535,
C0751676,
C0234452,
C0056371,
C1377705,
C1514121,
C0543488,
C1420508,
C0022104,
C0014547,
C1333254,
C0686905,
C0035648,
C1417812,
C0260662,
C1824763,
C0598285,
C0011318,
C0234130,
C1555016,
C1159301,
C0025637,
C0228491,
C1744635,
C0040556,
C0742468,
C1326225,
C0449436,
C1568221,
C0026858,
C0178694,
C4521706,
C0032140,
C0030375,
C0033909,
C0007439,
C0070587,
C0544926,
C0940836,
C0599635,
C0233820,
C1516635,
C0031179,
C0872011,
C2936695,
C1418858,
C0562342,
C0017765,
C1282858,
C0024028,
C0042514,
C0856169,
C0333438,
C0027552,
C0042880,
C0002103,
C0671563,
C1516314,
C0061860,
C4521534,
C0524550,
C0521170,
C0009210,
C0026597,
C3642142,
C0598120,
C0596984,
C1332710,
C0018464,
C0202202,
C1426219,
C0679201,
C0911469,
C0150045,
C0814030,
C1423526,
C0152057,
C1332712,
C0332849,
C0815007,
C0683911,
C0002508,
C0016884,
C0378335,
C0751171,
C0259863,
C0027813,
C0597719,
C0489617,
C0935616,
C0006901,
C0055162,
C0205310,
C0228249,
C0027880,
C0751713,
C1366876,
C1426933,
C0026837,
C0596995,
C0578863,
C0429865,
C1519618,
C1421304,
C1332412,
C0021822,
C0019087,
C4327150,
C0006560,
C1441488,
C0337704,
C0042670,
C0242295,
C0175795,
C0546019,
C0886883,
C0020748,
C3540622,
C0078394,
C0037438,
C1823521,
C0008838,
C0024443,
C0027792,
C0337196,
C0145947,
C3743276,
C0035316,
C0006142,
C0005035,
C1420312,
C1940928,
C0243071,
C0009519,
C0695347,
C0740394,
C0000872,
C0679005,
C0206256,
C0042567,
C3539076,
C0003364,
C0043328,
C0164786,
C0025552,
C1419054,
C0470187,
C0040210,
C0767162,
C0598964,
C1258022,
C1539804,
C0018226,
C0019898,
C0020899,
C1707730,
C0302826,
C1521739,
C0751688,
C1442515,
C0323351,
C0549178,
C0546816,
C1269881,
C0557061,
C0278092,
C1511476,
C0023974,
C0202218,
C0172217,
C1956267,
C0084902,
C3853906,
C0003813,
C0333076,
C0001068,
C0035039,
C0206131,
C0589104,
C4281815,
C0472699,
C1332397,
C0008666,
C0024467,
C0332152,
C0598949,
C0449439,
C0682306,
C1415024,
C0574785,
C0596458,
C0812228,
C0022816,
C2987124,
C0027051,
C1709915,
C0014780,
C1539862,
C0055782,
C0136157,
C0346627,
C0014440,
C0808232,
C0314761,
C0141789,
C0002766,
C1096176,
C0059752,
C0044369,
C0589099,
C0442507,
C0683963,
C0061145,
C1545588,
C0935989,
C0031330,
C0003601,
C1367307,
C1442762,
C0162297,
C0009407,
C1706202,
C4554138,
C1335858,
C0851286,
C1411976,
C0169424,
C0006055,
C0206454,
C0991865,
C1516240,
C0084340,
C0199779,
C0018827,
C1823863,
C0002144,
C0444622,
C0520966,
C0018417,
C1457887,
C1870006,
C0815170,
C1516044,
C0023775,
C0165519,
C1367342,
C0214222,
C0006684,
C1609817,
C0443146,
C0039561,
C0589087,
C0682323,
C1880156,
C0814024,
C0086511,
C0012200,
C0027686,
C1527305,
C1531862,
C0037993,
C0348776,
C1257966,
C3886715,
C1854293,
C0206031,
C1332762,
C0812377,
C0595890,
C3494751,
C0449450,
C0031959,
C0221480,
C0004933,
C0074405,
C0872150,
C0003070,
C0012854,
C0042124,
C0023882,
C1851920,
C0053622,
C1511246,
C1171350,
C0012403,
C0028429,
C0010055,
C0001280,
C1546466,
C0989916,
C0019868,
C0424000,
C0871340,
C0034606,
C0022100,
C0421231,
C0429856,
C1156545,
C0376520,
C0086983,
C1879547,
C0460004,
C0075857,
C0015353,
C0017887,
C0059239,
C0026237,
C0002460,
C0694598,
C0019047,
C0851256,
C0025750,
C1421409,
C0003161,
C3888198,
C0268274,
C0036429,
C0441655,
C1273937,
C0743559,
C0312740,
C0242210,
C0242665,
C0370220,
C0445079,
C0225336,
C2606986,
C1332830,
C1882460,
C0015230,
C1326962,
C0008145,
C0250036,
C0597721,
C0002978,
C1417458,
C1256754,
C0179199,
C1136013,
C0596846,
C0041667,
C0254610,
C0753627,
C0041536,
C0948265,
C0232352,
C0016664,
C0336910,
C0034987,
C1334468,
C0281169,
C1715372,
C2262744,
C0053358,
C0851865,
C0860630,
C0013216,
C0250875,
C0022065,
C1852467,
C0077973,
C0076096,
C0040616,
C0678341,
C1413709,
C0205412,
C0076150,
C1333647,
C0694535,
C1335081,
C0140278,
C0740391,
C0522505,
C0237795,
C0599914,
C0021364,
C0237955,
C0027912,
C0337440,
C0221764,
C0202178,
C1145759,
C3269084,
C0014472,
C0024141,
C0521102,
C1510458,
C1333226,
C0080129,
C0007670,
C1142273,
C0185027,
C0015540,
C0032200,
C0687702,
C0019904,
C0560612,
C0034975,
C0043237,
C0332270,
C0920425,
C1425210,
C0596611,
C0018939,
C0751699,
C0023401,
C0233492,
C1547014,
C0070799,
C0542560,
C0238711,
C0034338,
C0086133,
C0005068,
C0031412,
C1547015,
C1319200,
C0205266,
C0242792,
C0009219,
C3827022,
C0085187,
C1948029,
C1421309,
C0242849,
C0205123,
C0018042,
C0027847,
C0599013,
C0443526,
C1510802,
C0037929,
C0557972,
C1272706,
C1823619,
C1531698,
C1721382,
C1439340,
C0166479,
C0205421,
C1306620,
C0032371,
C0872280,
C0565793,
C1407029,
C1527240,
C1276367,
C0199801,
C0184647,
C0442592,
C0491298,
C0043045,
C2713666,
C0016059,
C0682053,
C0017066,
C0242392,
C0004368,
C0857690,
C0007066,
